brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group
Mitsubishi,Space Star,Mitsubishi Space Star,56000.0,2020,1,80.0,0,petrol,1.2,1,1,1,0,0,0,mitsubishi,Other
Toyota,Corolla,Toyota Corolla Hybrid,113240.0,2020,1,98.0,0,hybrid,1.8,1,0,1,0,0,0,toyota,Budget
Lexus,Nx,Lexus NX,218000.0,2021,1,155.0,0,hybrid,2.5,0,0,1,0,1,1,lexus,Luxury
Citroen,C4 Speedorer,Citroen C4 Speedorer,60900.0,2020,1,130.0,0,petrol,1.2,0,1,0,0,1,1,citroen,Other
Renault,Grand Scenic,Renault Grand Scenic,87900.0,2021,1,140.0,0,petrol,1.3,0,1,1,0,0,0,renault,Budget
Land Rover,Rover Discovery Sport,Land Rover Discovery Sport,100000.0,2016,2,180.0,1,diesel,2.0,0,1,1,1,0,0,land rover,Luxury
Porsche,Cayenne,Porsche Cayenne,35000.0,2016,1,400.0,1,hybrid,,1,0,0,1,0,0,porsche,Luxury
Alfa Romeo,Romeo Stelvio,Alfa Romeo Stelvio,232000.0,2022,1,280.0,1,petrol,2.0,1,0,1,0,1,1,alfa romeo,Other
Jeep,Grand Cherokee,Jeep / Jeep Grand Cherokee,210000.0,2021,1,286.0,1,petrol,3.6,1,1,0,0,0,0,jeep,Other
Land Rover,Rover Range Evoque,Land Rover Range Rover Evoque,5000.0,2015,4,190.0,1,diesel,2.0,1,1,0,1,0,0,land rover,Luxury
Peugeot,3008,Peugeot 3008,11000.0,2021,1,130.0,0,petrol,1.2,0,1,0,0,1,1,peugeot,Other
Citroen,Jumpy Shortmedium,Citroen Jumpy short/medium,160000.0,2022,2,144.0,0,diesel,2.0,0,0,0,1,0,0,citroen,Other
Toyota,Prius,Toyota Prius,22000.0,2008,4,76.0,0,hybrid,1.5,0,1,0,1,0,0,toyota,Budget
Kia,Niro Phev,Kia Niro PHEV,130000.0,2021,1,141.0,0,hybrid,1.6,0,1,0,1,0,0,kia,Budget
Chrysler,Pacifica,Chrysler Pacifica,142000.0,2019,2,280.0,0,petrol,3.6,0,1,0,0,1,1,chrysler,Other
Hyundai,Ioniq,Hyundai Ioniq,90218.0,2020,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,hyundai,Budget
Toyota,Yaris Hybrid,Toyota Yaris Hybrid,134900.0,2024,0,92.0,0,hybrid,1.5,0,0,0,0,1,1,toyota,Budget
Toyota,Corolla,Toyota Corolla Hybrid,106580.0,2021,1,98.0,0,hybrid,1.8,0,1,0,0,1,1,toyota,Budget
Renault,Megane,Renault Megane Grand Coupe,79000.0,2021,1,116.0,0,diesel,1.5,0,1,0,0,1,1,renault,Budget
Audi,Q5,Audi Q5,59900.0,2014,5,225.0,1,petrol,2.0,1,1,0,0,0,0,audi,Luxury
Toyota,Chr,Toyota C-HR,209900.0,2024,0,98.0,0,hybrid,1.8,0,1,0,0,1,1,toyota,Budget
Toyota,Chr,Toyota C-HR,110000.0,2021,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,toyota,Budget
Kia,Niro Phev,Kia Niro PHEV,114500.0,2021,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,kia,Budget
Audi,A4,Audi A4,19000.0,2019,1,190.0,0,petrol,2.0,0,1,0,0,1,1,audi,Luxury
Skoda,Karoq,Skoda Karoq,80000.0,2018,3,115.0,0,petrol,1.0,0,1,0,0,1,1,skoda,Budget
Renault,Megane,Renault Megane Grand Coupe,50000.0,2017,3,110.0,0,diesel,1.5,0,1,0,1,0,0,renault,Budget
Tesla,Model 3,Tesla Model 3,160000.0,2021,1,498.0,1,electric,,1,0,0,1,0,0,tesla,Luxury
Hyundai,I30Cw,Hyundai i30CW,16125.0,2010,2,126.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget
Kia,Picanto,Kia Picanto,70000.0,2022,1,84.0,0,petrol,1.2,0,1,1,1,0,0,kia,Budget
Hyundai,I20,Hyundai i20,22000.0,2011,4,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget
Isuzu,2X4 Dmax,Isuzu 2X4 D-MAX,73000.0,2013,2,163.0,0,diesel,2.5,1,1,0,0,0,0,isuzu,Other
Renault,Kedgar,Renault Kedgar,10000.0,2019,2,130.0,0,petrol,1.2,0,1,1,1,0,0,renault,Budget
Mazda,6,Mazda 6,142175.0,2022,3,195.0,0,petrol,2.5,0,1,0,0,1,1,mazda,Other
Volvo,Xc60,Volvo XC60,169500.0,2018,1,407.0,1,hybrid,2.0,1,1,0,0,0,0,volvo,Other
Mazda,3,Mazda 3,5150.0,2017,2,120.0,0,petrol,1.5,1,1,0,1,0,0,mazda,Other
Infiniti,Qx50 Ex37,Infiniti QX50 / EX37,228000.0,2022,1,268.0,1,petrol,2.0,1,1,0,0,0,0,infiniti,Other
Skoda,Karoq,Skoda Karoq,107900.0,2021,1,150.0,0,petrol,1.5,0,1,0,0,1,1,skoda,Budget
Skoda,Superb 2019 Onwards,Skoda Superb (2019 onwards),95900.0,2020,0,190.0,0,petrol,2.0,0,1,0,0,1,1,skoda,Budget
Chevrolet,Blazer 2019 And Later,Chevrolet Blazer (2019 and later),159900.0,2020,1,308.0,1,electric,3.6,1,1,0,0,0,0,chevrolet,Budget
Mazda,Cx5,Mazda CX-5,4000.0,2013,2,155.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other
Seat,Toledo,Seat Toledo,24900.0,2016,1,125.0,0,petrol,1.4,0,1,1,1,0,0,seat,Budget
Volvo,Xc60,Volvo XC60,135000.0,2018,1,407.0,1,hybrid,2.0,1,1,0,0,0,0,volvo,Other
Skoda,Kamik,Skoda Kamik,109000.0,2021,2,150.0,0,petrol,1.5,0,1,0,0,1,1,skoda,Budget
Mazda,Cx5,Mazda CX-5,5700.0,2014,2,155.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other
Kia,Niro Hybrid,Kia Niro Hybrid,91000.0,2017,1,141.0,0,hybrid,1.6,0,1,0,0,1,1,kia,Budget
Volvo,Xc60,Volvo XC60,11990.0,2018,1,407.0,1,hybrid,2.0,1,1,1,0,0,0,volvo,Other
Honda,Jazz,Honda Jazz,10000.0,2006,3,83.0,0,petrol,1.3,1,0,0,0,0,0,honda,Budget
Toyota,Corolla,Toyota Corolla Hybrid,103000.0,2020,2,98.0,0,hybrid,1.8,0,1,0,1,0,0,toyota,Budget
Volkswagen,Golf,Volkswagen Golf GTI,197000.0,2021,1,245.0,0,petrol,2.0,0,1,0,0,1,1,volkswagen,Other
Mazda,3,Mazda 3,12000.0,2009,4,105.0,0,petrol,1.6,1,0,0,0,0,0,mazda,Other
Hyundai,I30,Hyundai i30,40000.0,2016,2,135.0,0,petrol,1.6,0,1,1,1,0,0,hyundai,Budget
Chevrolet,Sonic,Chevrolet Sonic,10500.0,2014,3,116.0,0,electric,1.6,1,1,1,0,0,0,chevrolet,Budget
Nissan,Juke,Nissan Juke / Juke,74700.0,2019,1,113.0,0,petrol,1.6,1,1,1,0,0,0,nissan,Budget
Hyundai,Ix35,Hyundai iX35,45000.0,2015,2,154.0,0,petrol,2.0,1,0,0,0,0,0,hyundai,Budget
Hyundai,Ioniq,Hyundai Ioniq,89000.0,2019,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,141000.0,2021,1,181.0,0,petrol,2.5,0,1,0,0,1,1,mitsubishi,Other
Toyota,Corolla,Toyota Corolla,74500.0,2018,1,132.0,0,petrol,1.6,1,0,1,1,0,0,toyota,Budget
Toyota,Chr,Toyota C-HR,84900.0,2017,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget
Cupra,Formentor,Copra Formentor,229000.0,2024,1,245.0,1,petrol,1.4,1,1,0,0,0,0,cupra,Other
Audi,Q5,Audi Q5,159000.0,2018,2,252.0,1,petrol,2.0,1,1,1,0,0,0,audi,Luxury
Mitsubishi,Asx,Mitsubishi ASX,66000.0,2020,2,150.0,0,petrol,2.0,0,1,1,0,0,0,mitsubishi,Other
Fiat,Punto Evo Generation Iii Facelift,Fiat Punto Evo (Generation III facelift),13000.0,2010,2,78.0,0,electric,1.4,1,0,0,0,0,0,fiat,Budget
Mercedes,EQC,Mercedes EQC,40000.0,2022,1,408.0,1,electric,,0,1,0,0,1,1,mercedes,Luxury
Kia,Optima,Kia Optima / Optima,45000.0,2018,3,156.0,0,hybrid,2.0,0,1,0,0,1,1,kia,Budget
Citroen,Ds Ds7 Crossback,DS / DS DS7 Crossback / Crossback,225000.0,2022,1,180.0,0,hybrid,1.6,0,0,0,0,1,1,citroen,Other
Chevrolet,Traverse,Chevrolet Traverse,78000.0,2018,1,281.0,0,electric,3.6,1,0,0,0,0,0,chevrolet,Budget
Audi,Q3,Audi Q3,78000.0,2015,3,170.0,0,petrol,2.0,0,1,0,0,0,0,audi,Luxury
BMW,1 Series,BMW 1 Series,32000.0,2013,5,136.0,0,petrol,1.6,1,0,0,1,0,0,bmw,Luxury
Mazda,Cx5,Mazda CX-5,69000.0,2016,2,165.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other
Audi,A6,Audi A6,36000.0,2014,1,180.0,0,petrol,2.0,1,1,0,0,0,0,audi,Luxury
Audi,Q5,Audi Q5,130000.0,2017,2,230.0,1,petrol,2.0,1,1,0,0,0,0,audi,Luxury
Nissan,Xtrail,Nissan X-Trail,140500.0,2021,2,160.0,0,petrol,1.3,1,1,1,0,0,0,nissan,Budget
Audi,Q5,Audi Q5,149000.0,2018,2,252.0,1,petrol,2.0,1,1,1,0,0,0,audi,Luxury
Peugeot,308,Peugeot 308,37000.0,2017,2,130.0,0,petrol,1.2,1,1,0,1,0,0,peugeot,Other
Audi,A4,Audi A4,46000.0,2015,5,120.0,0,petrol,1.8,1,1,0,0,0,0,audi,Luxury
Kia,Sportage,Kia Sportage,58000.0,2016,2,132.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget
Toyota,Auris Hybrid,Toyota Auris Hybrid,68000.0,2018,1,99.0,0,hybrid,1.8,1,0,0,1,0,0,toyota,Budget
Volkswagen,Golf,Volkswagen Golf,75000.0,2017,1,150.0,0,diesel,1.4,0,1,1,1,0,0,volkswagen,Other
Kia,Niro,Kia Niro Plus,154900.0,2023,1,204.0,0,electric,,0,1,0,1,1,1,kia,Budget
Peugeot,5008,Peugeot 5008,124000.0,2021,1,180.0,0,petrol,1.6,1,1,0,0,1,1,peugeot,Other
Volkswagen,Commercialpassenger Transporter,Volkswagen commercial/passenger transporter,129800.0,2019,1,150.0,0,diesel,2.0,1,0,1,1,0,0,volkswagen,Other
Seat,Ibiza,seat Ibiza,41990.0,2017,2,110.0,0,petrol,1.0,1,1,0,1,0,0,seat,Budget
Nissan,Qashqai,Nissan Qashqai,120000.0,2021,1,160.0,0,petrol,1.3,0,1,0,0,1,1,nissan,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,118000.0,2021,1,150.0,0,petrol,2.0,0,1,0,0,1,1,mitsubishi,Other
Mazda,Cx3,Mazda CX-3,93000.0,2021,1,156.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other
Kia,Sportage,Kia Sportage,85900.0,2020,2,177.0,0,petrol,1.6,1,1,1,0,0,0,kia,Budget
Mazda,3,Mazda 3,5500.0,2008,2,105.0,0,petrol,1.6,1,0,0,0,0,0,mazda,Other
Geely, Geometry C,Geely - Geely Geometry C,167000.0,2024,1,204.0,0,electric,,0,0,0,0,0,0,geely,Other
Chevrolet,Blazer 2019 And Later,Chevrolet Blazer (2019 and later),178000.0,2021,1,230.0,1,electric,2.0,1,1,0,0,1,1,chevrolet,Budget
Hyundai,I20,Hyundai i20,4000.0,2014,2,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget
Mazda,6,Mazda 6,168000.0,2023,1,195.0,0,petrol,2.5,0,1,0,0,1,1,mazda,Other
Suzuki,Sx4,Suzuki SX4,25000.0,2013,3,120.0,0,petrol,1.6,1,1,0,0,0,0,suzuki,Budget
Toyota,Chr,Toyota C-HR,89900.0,2018,2,98.0,0,hybrid,1.8,0,1,0,0,1,1,toyota,Budget
Peugeot,5008,Peugeot 5008,92000.0,2018,1,165.0,0,petrol,1.6,1,1,1,0,0,0,peugeot,Other
Skoda,Superb Until 2019,Skoda Superb (until 2019),35000.0,2013,2,153.0,0,petrol,1.8,1,1,0,0,0,0,skoda,Budget
Nissan,Xtrail,Nissan X-Trail,80000.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Land Rover,Rover Discovery Sport,Land Rover Discovery Sport,112000.0,2015,3,240.0,1,petrol,2.0,1,1,0,0,0,0,land rover,Luxury
Toyota,Yaris,Toyota Yaris,45000.0,2016,2,99.0,0,petrol,1.3,1,0,0,1,0,0,toyota,Budget
Suzuki,Alto,Suzuki Alto,14000.0,2010,3,67.0,0,petrol,1.0,1,0,0,0,0,0,suzuki,Budget
Nissan,Xtrail,Nissan X-Trail,99000.0,2018,2,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Mazda,Cx5,Mazda CX-5,151000.0,2021,2,165.0,0,petrol,2.0,0,1,0,0,1,1,mazda,Other
Toyota,Corolla,Toyota Corolla Hybrid,97000.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget
Toyota,Yaris Hybrid,Toyota Yaris Hybrid,46000.0,2014,3,74.0,0,hybrid,1.5,0,0,0,0,0,0,toyota,Budget
Skoda,Kodiaq,Skoda Kodiaq,139900.0,2019,2,150.0,0,diesel,2.0,1,0,0,0,0,0,skoda,Budget
Nissan,Xtrail,Nissan X-Trail,109900.0,2018,1,177.0,1,diesel,2.0,0,1,1,1,0,0,nissan,Budget
Kia,Ceed,Kia CEED / CEED,45000.0,2018,1,136.0,0,diesel,1.6,0,0,0,0,0,0,kia,Budget
Dacia,Stabs,Dacia stabs,59000.0,2021,2,95.0,0,diesel,1.5,1,0,1,1,0,0,dacia,Budget
Kia,Stonic,Kia Stonic,73000.0,2019,1,100.0,0,petrol,1.4,0,1,1,1,0,0,kia,Budget
Hyundai,I10,Hyundai i10,69295.0,2020,1,84.0,0,petrol,1.2,0,1,1,0,0,0,hyundai,Budget
Toyota,Rav4 Is Long,Toyota RAV4 is long,129900.0,2019,1,175.0,1,petrol,2.0,0,1,0,0,1,1,toyota,Budget
Seat,Atka,Seat Atka,109000.0,2018,2,150.0,0,petrol,1.4,0,1,1,1,0,0,seat,Budget
Hyundai,Ioniq,Hyundai Ioniq,103000.0,2021,1,141.0,0,hybrid,1.6,1,1,0,0,0,0,hyundai,Budget
BMW,5 Series,BMW 5 Series,89900.0,2016,2,184.0,0,petrol,2.0,0,1,0,0,0,0,bmw,Luxury
Cadillac,Xt5,Cadillac XT5,10000.0,2018,2,310.0,0,petrol,3.6,1,1,1,0,0,0,cadillac,Luxury
Isuzu,4X4 Dmax,Isuzu 4X4 D-MAX,110000.0,2016,2,163.0,1,diesel,2.5,1,0,0,0,0,0,isuzu,Other
Mitsubishi,L200 Hunter 4X4,Mitsubishi L200 Hunter 4X4,145000.0,2020,1,150.0,1,diesel,2.3,1,1,1,0,0,0,mitsubishi,Other
Chevrolet,Traverse,Chevrolet Traverse,207000.0,2023,1,310.0,0,electric,3.6,1,1,1,0,0,0,chevrolet,Budget
Toyota,Corolla,Toyota Corolla Hybrid,3000.0,2020,1,98.0,0,petrol,1.8,0,1,0,0,1,1,toyota,Budget
Fiat,500,Fiat 500,120000.0,2022,1,118.0,0,electric,,0,1,1,1,0,0,fiat,Budget
Mitsubishi,Eclipse Cross,Mitsubishi Eclipse Cross,94000.0,2019,1,163.0,0,petrol,1.5,0,1,0,0,1,1,mitsubishi,Other
Hyundai,Tucson,Hyundai Tucson,4000.0,2019,2,177.0,0,petrol,1.6,0,1,0,0,1,1,hyundai,Budget
Mercedes,C,Mercedes C-Class,190000.0,2020,2,211.0,0,hybrid,2.0,0,1,1,0,0,0,mercedes,Luxury
Nissan,Qashqai Plus 2,Nissan Qashqai Plus 2,44000.0,2013,3,140.0,1,petrol,2.0,1,1,0,0,0,0,nissan,Budget
Dacia,Lodge,Dacia Lodge,3000.0,2019,2,116.0,0,diesel,1.5,1,0,1,1,0,0,dacia,Budget
Citroen,Berlingo 3Rd Generation 2018 Onwards,Citroen Berlingo 3rd generation (2018 onwards),102000.0,2021,1,130.0,0,diesel,1.5,1,0,1,1,0,0,citroen,Other
Toyota,Corolla,Toyota Corolla,40000.0,2014,2,132.0,0,petrol,1.6,1,0,0,0,0,0,toyota,Budget
Renault,U5,Eways U5,119000.0,2021,2,204.0,0,electric,,0,0,1,1,1,1,renault,Budget
Toyota,Hilux 2X4,Toyota Hilux 2X4,161000.0,2021,1,150.0,0,diesel,2.4,1,1,1,0,0,0,toyota,Budget
Maxus,Deliver 3,Maxus Deliver 3,218700.0,2024,1,120.0,0,electric,,0,0,0,1,0,0,maxus,Other
Skoda,Superb 2019 Onwards,Skoda Superb (2019 onwards),120000.0,2021,1,190.0,0,petrol,2.0,0,1,0,0,1,1,skoda,Budget
Renault,Megane,Renault Megane Grand Coupe,69500.0,2021,1,116.0,0,diesel,1.5,0,0,1,1,1,1,renault,Budget
Toyota,Hilux 4X4,Toyota Hilux 4X4,176800.0,2019,1,150.0,1,diesel,2.4,0,1,0,0,1,1,toyota,Budget
Toyota,Chr,Toyota C-HR,95000.0,2018,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,toyota,Budget
Peugeot,3008,Peugeot 3008,105000.0,2020,2,130.0,0,petrol,1.2,0,0,1,0,0,0,peugeot,Other
Nissan,Xtrail,Nissan X-Trail,79500.0,2017,1,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Toyota,Chr,Toyota C-HR,79000.0,2017,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,toyota,Budget
Isuzu,2X4 Dmax,Isuzu 2X4 D-MAX,85225.0,2017,1,163.0,0,diesel,1.9,1,0,1,1,0,0,isuzu,Other
Land Rover,Rover Range Sport,Land Rover Range Rover Sport,49900.0,2007,6,390.0,1,petrol,4.2,1,1,0,0,0,0,land rover,Luxury
Hyundai,Ix35,Hyundai iX35,40650.0,2013,3,163.0,0,petrol,2.0,1,1,0,0,0,0,hyundai,Budget
Citroen,C3 Aircross,Citroen C3 Aircross,60000.0,2020,2,,0,petrol,1.2,0,1,1,1,0,0,citroen,Other
Volvo,Xc90,Volvo XC90,5000.0,2016,3,225.0,1,diesel,2.0,0,1,0,0,1,1,volvo,Other
Isuzu,2X4 Dmax,Isuzu 2X4 D-MAX,70000.0,2015,2,163.0,0,diesel,2.5,1,0,1,0,0,0,isuzu,Other
Hyundai,Ioniq,Hyundai Ioniq,82000.0,2019,3,141.0,0,hybrid,1.6,0,1,0,0,1,1,hyundai,Budget
Chevrolet,Silverado 2500,Chevrolet Silverado 2500,179900.0,2021,4,445.0,1,diesel,6.6,0,0,0,0,0,0,chevrolet,Budget
Nissan,Xtrail,Nissan X-Trail,45900.0,2016,2,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Ford,Edge,Ford Edge / EDGE,79000.0,2017,2,285.0,1,petrol,3.5,1,1,0,0,0,0,ford,Other
Mitsubishi,Outlander,Mitsubishi Outlander,92990.0,2017,1,150.0,0,petrol,2.0,0,1,0,0,1,1,mitsubishi,Other
Skoda,Kodiaq,Skoda Kodiaq,120000.0,2019,1,150.0,0,petrol,1.5,0,1,0,0,1,1,skoda,Budget
Nissan,Xtrail,Nissan X-Trail,5000.0,2020,1,160.0,0,petrol,1.3,1,1,1,0,0,0,nissan,Budget
Alfa Romeo,Romeo Stelvio,Alfa Romeo Stelvio,132800.0,2018,2,200.0,1,petrol,2.0,0,1,0,0,0,1,alfa romeo,Other
SsangYong,Rodios,Ssangyong Rodios,39900.0,2014,1,155.0,0,diesel,2.0,0,1,0,0,0,0,ssangyong,Other
Kia,Rio,Kia Rio,52000.0,2019,2,120.0,0,petrol,1.0,1,1,1,0,0,0,kia,Budget
Mitsubishi,Asx,Mitsubishi ASX,74000.0,2018,1,150.0,0,petrol,2.0,1,1,1,0,0,0,mitsubishi,Other
Nissan,Qashqai,Nissan Qashqai,44000.0,2015,2,115.0,0,petrol,1.2,0,1,1,1,0,0,nissan,Budget
Audi,Q5,Audi Q5,168000.0,2018,2,252.0,1,petrol,2.0,1,1,1,0,0,0,audi,Luxury
Cadillac,Xt5,Cadillac XT5,160000.0,2018,1,310.0,1,petrol,3.6,1,0,1,0,0,0,cadillac,Luxury
Mitsubishi,Atrage,Mitsubishi Atrage,24725.0,2016,2,80.0,0,petrol,1.2,1,1,0,0,0,0,mitsubishi,Other
Subaru,Forester,Subaru Forester,155000.0,2021,1,182.0,1,petrol,2.5,0,1,0,0,1,1,subaru,Other
Mercedes,C,Mercedes C-Class Coupe / Cabriolet,151700.0,2016,3,245.0,0,petrol,2.0,0,1,0,0,1,1,mercedes,Luxury
Hyundai,Sonata Hybrid,Hyundai Sonata Hybrid,94200.0,2018,2,154.0,0,hybrid,2.0,0,0,0,0,1,1,hyundai,Budget
Suzuki,Swift,Suzuki Swift,18900.0,2009,3,101.0,0,petrol,1.5,1,1,0,0,0,0,suzuki,Budget
Toyota,Chr,Toyota C-HR,92450.0,2018,2,98.0,0,hybrid,1.8,0,1,0,0,1,1,toyota,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,47000.0,2013,3,150.0,0,petrol,2.0,1,1,0,0,0,0,mitsubishi,Other
Mitsubishi,Outlander,Mitsubishi Outlander,101358.0,2017,1,150.0,0,petrol,2.0,0,1,0,0,1,1,mitsubishi,Other
Toyota,Corolla,Toyota Corolla,79000.0,2020,1,132.0,0,petrol,1.6,0,0,1,1,1,1,toyota,Budget
Kia,Sorento,Kia Sorento,179000.0,2022,1,180.0,0,petrol,2.5,0,1,1,0,0,0,kia,Budget
Porsche,Macan,Porsche Macan,10000.0,2016,2,258.0,1,diesel,3.0,1,1,0,1,0,0,porsche,Luxury
Hyundai,Tucson,Hyundai Tucson,10000.0,2021,1,136.0,0,diesel,1.6,0,1,1,1,0,0,hyundai,Budget
Kia,Sorento,Kia Sorento,178000.0,2022,1,180.0,0,petrol,2.5,0,1,0,0,1,1,kia,Budget
Audi,Q2,Audi Q2,68800.0,2018,1,116.0,0,petrol,1.0,0,1,0,0,1,1,audi,Luxury
Ford,Focus,Ford Focus,24900.0,2016,1,150.0,0,petrol,1.5,1,0,1,0,0,0,ford,Other
Volkswagen,Golf,Volkswagen Golf Plus,1500.0,2008,3,102.0,0,petrol,1.6,1,0,0,0,0,0,volkswagen,Other
Volkswagen,Polo,Volkswagen Polo GTI,52900.0,2014,7,180.0,0,petrol,1.4,1,1,0,1,0,0,volkswagen,Other
Nissan,Xtrail,Nissan X-Trail,74950.0,2016,3,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Hyundai,I35,Hyundai i35,35000.0,2013,3,132.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget
Toyota,Corolla,Toyota Corolla Hybrid,88800.0,2019,1,98.0,0,hybrid,1.8,0,1,0,0,1,1,toyota,Budget
Volkswagen,Kravel,Volkswagen Kravel,95000.0,2018,3,150.0,0,diesel,2.0,0,1,0,0,1,1,volkswagen,Other
SsangYong,Rexton,Ssangyong Rexton,179000.0,2022,1,202.0,1,diesel,2.2,1,1,1,0,0,0,ssangyong,Other
Hyundai,I25,Hyundai i25,43500.0,2017,2,100.0,0,petrol,1.4,1,0,1,0,0,0,hyundai,Budget
Seat,Arona,Seat Arona,84900.0,2021,1,110.0,0,petrol,1.0,0,1,0,0,1,1,seat,Budget
Toyota,Corolla,Toyota Corolla Hybrid,99500.0,2020,1,98.0,0,petrol,1.8,0,0,1,1,1,1,toyota,Budget
Volkswagen,Tiguan,Volkswagen Tiguan,89000.0,2017,2,180.0,1,petrol,2.0,0,1,0,0,1,1,volkswagen,Other
Renault,Megane,Renault Megane Grand Coupe,81000.0,2021,1,116.0,0,diesel,1.5,0,1,0,1,1,1,renault,Budget
Hyundai,Santa Fe,Hyundai Santa Fe,109900.0,2017,2,197.0,1,diesel,2.2,1,1,1,0,0,0,hyundai,Budget
Honda,Crv,Honda CR-V,3499.0,2010,2,150.0,1,petrol,2.0,1,0,0,0,0,0,honda,Budget
Renault,Clio 4Th Generation 20132019,Renault Clio 4th generation (2013-2019),4300.0,2015,3,90.0,0,petrol,0.9,1,0,1,1,0,0,renault,Budget
Isuzu,4X4 Dmax,Isuzu 4X4 D-MAX,115000.0,2018,3,163.0,1,diesel,1.9,0,1,1,1,0,0,isuzu,Other
Citroen,C3 Aircross,Citroen C3 Aircross,55600.0,2019,2,,0,petrol,1.2,0,1,1,1,0,0,citroen,Other
Mitsubishi,Asx,Mitsubishi ASX,93000.0,2020,2,150.0,0,petrol,2.0,0,1,1,1,0,0,mitsubishi,Other
Skoda,Superb 2019 Onwards,Skoda Superb (2019 onwards),8000.0,2021,3,150.0,0,petrol,1.5,0,1,0,0,1,1,skoda,Budget
Mitsubishi,Outlander,Mitsubishi Outlander,101000.0,2019,2,150.0,0,petrol,2.0,0,1,0,0,1,1,mitsubishi,Other
Mitsubishi,Outlander,Mitsubishi Outlander,93800.0,2017,2,150.0,0,petrol,2.0,0,1,0,0,1,1,mitsubishi,Other
Seat,Arona,Seat Arona,64900.0,2021,1,110.0,0,petrol,1.0,0,1,0,0,1,1,seat,Budget
Hyundai,Elantra 2016 Onwards,Hyundai Elantra (2016 onwards),129900.0,2023,1,139.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget
Audi,Q3,Audi Q3,155000.0,2019,3,150.0,0,petrol,1.5,1,1,1,0,0,0,audi,Luxury
Citroen,C4 Speedorer,Citroen C4 Speedorer,59500.0,2019,1,130.0,0,petrol,1.2,0,1,0,0,1,1,citroen,Other
Mazda,3,Mazda 3,69900.0,2019,2,165.0,0,petrol,2.0,1,1,0,1,0,0,mazda,Other
Mitsubishi,Outlander,Mitsubishi Outlander,97900.0,2019,2,150.0,0,petrol,2.0,0,1,0,0,1,1,mitsubishi,Other
Kia,Sportage,Kia Sportage,165900.0,2023,1,156.0,0,petrol,2.0,0,0,1,0,1,1,kia,Budget
Skoda,Fabia Spice,Skoda Fabia Spice,3075.0,2016,2,110.0,0,petrol,1.2,1,0,0,0,0,0,skoda,Budget
BMW,X1,BMW X1,15000.0,2019,3,140.0,0,petrol,1.5,0,1,1,1,0,0,bmw,Luxury
Mitsubishi,Outlander,Mitsubishi Outlander,110000.0,2018,1,150.0,1,petrol,2.0,0,0,1,1,1,1,mitsubishi,Other
Nissan,Qashqai,Nissan Qashqai,65000.0,2017,1,130.0,0,diesel,1.6,0,1,1,1,0,0,nissan,Budget
Citroen,Berlingo 2Nd Generation 20082019,Citroen Berlingo 2nd generation (2008-2019),45000.0,2017,2,100.0,0,diesel,1.6,1,0,1,1,0,0,citroen,Other
BMW,1 Series,BMW 1 Series,121325.0,2020,3,140.0,0,petrol,1.5,1,0,1,1,0,0,bmw,Luxury
Mazda,Cx5,Mazda CX-5,120700.0,2018,2,195.0,1,petrol,2.5,0,1,0,0,1,1,mazda,Other
Renault,Clio 5Th Generation 2019 Onwards,Renault Clio 5th generation (2019 onwards),71900.0,2021,1,131.0,0,petrol,1.3,1,0,0,0,0,0,renault,Budget
Mercedes,E,Mercedes E-Class,140000.0,2018,1,194.0,0,diesel,2.0,0,1,1,1,0,0,mercedes,Luxury
Hyundai,Buys,Hyundai buys,93500.0,2020,2,177.0,0,petrol,1.6,1,1,1,0,0,0,hyundai,Budget
